ID;Price Guide Sequence;Product Line;Product Name;Price (Non UPH Products);Price Grade 02;Price Grade 03;Price Grade 04;Price Grade 05;Price Grade 06;Price Grade 07;Price Grade 08;Price Grade 09;Price Grade 10;Price Grade 11;Price Grade 12;Price Grade 13;Price Optional Armpad or Armcap - Polyurethane;Price Optional Armcap - Polyurethane;Price Optional ArmPAD - Polyurethane;Price Optional Armpad or Armcap - Solid Surface;Price Optional Armcap - Solid Surface;Price Optional ArmPAD - Solid Surface;Price Optional Casters;Price Optional Swivel Tablet;Price Optional Chrome Finish;Price Optional Ganging Brackets;Price Optional Power Unit;Price Optional Bevel Edge;Price Optional Shelf;Country of Origin
BK0620;16;Brooklyn;End Table;563;;;;;;;;;;;;;;;;;;;;;;;222;;;US
BK0840;17;Brooklyn;Coffee Table;774;;;;;;;;;;;;;;;;;;;;;;;222;;;US
BK0636;18;Brooklyn;"Square Table 36"" ";1.423;;;;;;;;;;;;;;;;;;;;;;;222;;;US
BK0642;19;Brooklyn;"Square Table 42"" ";1.499;;;;;;;;;;;;;;;;;;;;;;;222;;;US
BK0020;20;Brooklyn;Connecting Center Table;353;;;;;;;;;;;;;;;;;;;;;;;;;;US
CX1171;1;Chat;Guest Chair - Square Back - UPH Seat & UPH Back;;536;606;620;637;662;698;747;817;910;1.022;1.168;1.357;;;;;;;55;;;47;;;;US
CX1172;2;Chat;Armless Guest Chair - Square Back - UPH Seat & UPH Back;;508;578;592;609;634;670;719;789;882;994;1.14;1.329;;;;;;;55;;;47;;;;US
CX1271;3;Chat;Oversize Guest Chair - Square Back - UPH Seat & UPH Back;;637;714;729;748;775;815;869;946;1.048;1.171;1.332;1.54;;;;;;;;;;47;;;;US
CX1471;4;Chat;Bariatric Chair - Square Back - UPH Seat & UPH Back;;926;1.066;1.093;1.128;1.177;1.249;1.347;1.487;1.673;1.897;2.189;2.567;;;;;;;;;;47;;;;US
CX1131;5;Chat;Guest Chair - Round Back - UPH Seat & UPH Back;;536;606;620;637;662;698;747;817;910;1.022;1.168;1.357;;;;;;;55;;;47;;;;US
CX1141;6;Chat;Guest Chair - Round Back - UPH Seat & Poly Back;;526;570;579;589;605;627;658;702;760;830;921;1.039;;;;;;;55;;;47;;;;US
CX1151;7;Chat;Guest Chair - Round Back - Poly Seat & Poly Back;503;;;;;;;;;;;;;;;;;;;55;;;47;;;;CN
CX1132;8;Chat;Armless Guest Chair - Round Back - UPH Seat & UPH Back;;508;578;592;609;634;670;719;789;882;994;1.14;1.329;;;;;;;55;;;47;;;;US
CX1142;9;Chat;Armless Guest Chair - Round Back - UPH Seat & Poly Back;;498;542;551;561;577;599;630;674;732;802;893;1.011;;;;;;;55;;;47;;;;US
CX1152;10;Chat;Armless Guest Chair - Round Back - Poly Seat & Poly Back;475;;;;;;;;;;;;;;;;;;;55;;;47;;;;CN
CX1231;11;Chat;Oversize Guest Chair - Round Back - UPH Seat & UPH Back;;637;714;729;748;775;815;869;946;1.048;1.171;1.332;1.54;;;;;;;;;;47;;;;US
CX1431;12;Chat;Bariatric Chair - Round Back - UPH Seat & UPH Back;;926;1.066;1.093;1.128;1.177;1.249;1.347;1.487;1.673;1.897;2.189;2.567;;;;;;;;;;47;;;;US
CX2001;13;Chat;2 Seat Bench;;780;885;906;932;968;1.022;1.096;1.201;1.34;1.509;1.727;2.011;;;;;;;;;;;;;;US
CX3001;14;Chat;3 Seat Bench;;1.084;1.242;1.272;1.311;1.366;1.447;1.558;1.715;1.924;2.177;2.504;2.93;;;;;;;;;;;;;;US
CX0620;15;Chat;End Table Square - Laminate;479;;;;;;;;;;;;;;;;;;;;;;;222;;;CN
CX0621;16;Chat;End Table Square - Solid Surface;908;;;;;;;;;;;;;;;;;;;;;;;222;;;US
CX0524;17;Chat;End Table Round - Laminate;497;;;;;;;;;;;;;;;;;;;;;;;222;;;US
CX0525;18;Chat;End Table Round - Solid Surface;1.058;;;;;;;;;;;;;;;;;;;;;;;222;;;US
CX0090;19;Chat;Ganging Brackets for Guest & Oversize - Set of 2;47;;;;;;;;;;;;;;;;;;;;;;;;;;CN
CX0091;20;Chat;Ganging Brackets for Armless - Set of 2;47;;;;;;;;;;;;;;;;;;;;;;;;;;CN
CL1001;1;Classic;1 Seat Bench;;435;505;519;536;561;597;646;716;809;921;1.067;1.256;;;;;;;;;;;;;;US
CL1156;1;Classic;Guest Chair - Open Back;;643;713;727;744;769;805;854;924;1.017;1.129;1.275;1.464;;;;;;;43;;;;;;;US
CL1157;3;Classic;Armless Guest Chair - Open Back;;643;713;727;744;769;805;854;924;1.017;1.129;1.275;1.464;;;;;;;;;;;;;;US
CL2001;2;Classic;2 Seat Bench;;831;971;999;1.033;1.083;1.155;1.253;1.393;1.579;1.803;2.095;2.473;;;;;;;;;;;;;;US
CL3001;3;Classic;3 Seat Bench;;1.231;1.441;1.483;1.534;1.609;1.716;1.864;2.074;2.353;2.689;3.127;3.694;;;;;;;;;;;;;;US
CL2501;4;Classic;2 Seat Sofa - Open Back;;1.232;1.372;1.4;1.434;1.484;1.556;1.654;1.794;1.98;2.204;2.496;2.874;;;;;;;;;;;;;;US
CL2503;5;Classic;2 Seats with Center Arm - Open Back;;1.232;1.372;1.4;1.434;1.484;1.556;1.654;1.794;1.98;2.204;2.496;2.874;;;;;;;;;;;;;;US
CL4001;4;Classic;4 Seat Bench;;1.628;1.908;1.964;2.032;2.132;2.275;2.472;2.752;3.124;3.572;4.156;4.912;;;;;;;;;;;;;;US
CL3501;6;Classic;3 Seat Sofa - Open Back;;1.82;2.03;2.072;2.123;2.198;2.306;2.453;2.663;2.942;3.278;3.716;4.283;;;;;;;;;;;;;;US
CL3503;7;Classic;3 Seats with Center Arms - Open Back;;1.82;2.03;2.072;2.123;2.198;2.306;2.453;2.663;2.942;3.278;3.716;4.283;;;;;;;;;;;;;;US
CL5001;5;Classic;5 Seat Bench;;2.025;2.375;2.445;2.53;2.655;2.834;3.08;3.43;3.895;4.455;5.185;6.13;;;;;;;;;;;;;;US
CL4501;8;Classic;4 Seat Sofa - Open Back;;2.408;2.688;2.744;2.812;2.912;3.056;3.252;3.532;3.904;4.352;4.936;5.692;;;;;;;;;;;;;;US
CL4503;9;Classic;4 Seats with Center Arms - Open Back;;2.408;2.688;2.744;2.812;2.912;3.056;3.252;3.532;3.904;4.352;4.936;5.692;;;;;;;;;;;;;;US
CL5501;10;Classic;5 Seat Sofa - Open Back;;2.996;3.346;3.416;3.501;3.626;3.806;4.051;4.401;4.866;5.426;6.156;7.101;;;;;;;;;;;;;;US
CL5503;11;Classic;5 Seats with Center Arms - Open Back;;2.996;3.346;3.416;3.501;3.626;3.806;4.051;4.401;4.866;5.426;6.156;7.101;;;;;;;;;;;;;;US
CD1190;1;Concord;Cafe Chair - Upholstered Seat;;447;491;500;510;526;548;579;623;681;751;842;960;;;;;;;;;;;;;;US
CD1191;2;Concord;Cafe Chair - Wood Seat;446;;;;;;;;;;;;;;;;;;;;;;;;;;US
CD1192;3;Concord;Cafe Stool - Upholstered Seat;;555;599;608;618;634;656;687;731;789;859;950;1.068;;;;;;;;;;;;;;US
CD1193;4;Concord;Cafe Stool - Wood Seat;555;;;;;;;;;;;;;;;;;;;;;;;;;;US
CD5130;5;Concord;"Round Table 30"" - 30"" Tall";532;;;;;;;;;;;;;;;;;;;;;;;222;;;CN
CD5136;6;Concord;"Round Table 36"" - 30"" Tall";695;;;;;;;;;;;;;;;;;;;;;;;222;;;CN
CD5142;7;Concord;"Round Table 42"" - 30"" Tall";779;;;;;;;;;;;;;;;;;;;;;;;222;;;CN
CD5230;8;Concord;"Round Table 30"" - 42"" Tall";588;;;;;;;;;;;;;;;;;;;;;;;222;;;CN
CD5236;9;Concord;"Round Table 36"" - 42"" Tall";745;;;;;;;;;;;;;;;;;;;;;;;222;;;CN
CD5242;10;Concord;"Round Table 42"" - 42"" Tall";838;;;;;;;;;;;;;;;;;;;;;;;222;;;CN
CD6130;11;Concord;"Square Table 30"" - 30"" Tall";532;;;;;;;;;;;;;;;;;;;;;;;222;;;CN
CD6136;12;Concord;"Square Table 36"" - 30"" Tall";695;;;;;;;;;;;;;;;;;;;;;;;222;;;CN
CD6142;13;Concord;"Square Table 42"" - 30"" Tall";779;;;;;;;;;;;;;;;;;;;;;;;222;;;CN
CD6230;14;Concord;"Square Table 30"" - 42"" Tall";588;;;;;;;;;;;;;;;;;;;;;;;222;;;CN
CD6236;15;Concord;"Square Table 36"" - 42"" Tall";745;;;;;;;;;;;;;;;;;;;;;;;222;;;CN
CD6242;16;Concord;"Square Table 42"" - 42"" Tall";838;;;;;;;;;;;;;;;;;;;;;;;222;;;CN
CD7172;17;Concord;"Oval Table 36x72"" - 30"" Tall";1.604;;;;;;;;;;;;;;;;;;;;;;;222;;;CN
CD7272;18;Concord;"Oval Table 36x72"" - 42"" Tall";1.691;;;;;;;;;;;;;;;;;;;;;;;222;;;CN
CR1001;1;Contour;1 Seat Bench;;470;540;554;571;596;631;681;751;844;956;1.102;1.291;;;;;;;;;;;;;;US
CR1146;1;Contour;Guest Chair - Full Back;;706;794;811;832;863;908;970;1.057;1.173;1.313;1.495;1.732;;;;;;;43;;;;;;;US
CR1147;3;Contour;Armless Guest Chair - Full Back;;706;794;811;832;863;908;970;1.057;1.173;1.313;1.495;1.732;;;;;;;;;;;;;;US
CR2001;2;Contour;2 Seat Bench;;901;1.041;1.069;1.103;1.153;1.225;1.323;1.463;1.649;1.873;2.165;2.543;;;;;;;;;;;;;;US
CR3001;3;Contour;3 Seat Bench;;1.332;1.542;1.584;1.635;1.71;1.817;1.965;2.175;2.454;2.79;3.228;3.795;;;;;;;;;;;;;;US
CR2401;4;Contour;2 Seat Sofa - Full Back;;1.353;1.529;1.563;1.605;1.667;1.757;1.881;2.055;2.287;2.567;2.931;3.405;;;;;;;;;;;;;;US
CR2403;5;Contour;2 Seats with Center Arm - Full Back;;1.353;1.529;1.563;1.605;1.667;1.757;1.881;2.055;2.287;2.567;2.931;3.405;;;;;;;;;;;;;;US
CR4001;4;Contour;4 Seat Bench;;1.763;2.043;2.099;2.167;2.267;2.41;2.607;2.887;3.259;3.707;4.291;5.047;;;;;;;;;;;;;;US
CR3401;6;Contour;3 Seat Sofa - Full Back;;2.002;2.266;2.317;2.38;2.473;2.608;2.794;3.055;3.403;3.823;4.369;5.08;;;;;;;;;;;;;;US
CR3403;7;Contour;3 Seats with Center Arms - Full Back;;2.002;2.266;2.317;2.38;2.473;2.608;2.794;3.055;3.403;3.823;4.369;5.08;;;;;;;;;;;;;;US
CR5001;5;Contour;5 Seat Bench;;2.196;2.546;2.616;2.701;2.826;3.005;3.251;3.601;4.066;4.626;5.356;6.301;;;;;;;;;;;;;;US
CR4401;8;Contour;4 Seat Sofa - Full Back;;2.651;3.003;3.071;3.155;3.279;3.459;3.707;4.055;4.519;5.079;5.807;6.755;;;;;;;;;;;;;;US
CR4403;9;Contour;4 Seats with Center Arms - Full Back;;2.651;3.003;3.071;3.155;3.279;3.459;3.707;4.055;4.519;5.079;5.807;6.755;;;;;;;;;;;;;;US
CR5401;10;Contour;5 Seat Sofa - Full Back;;3.3;3.74;3.825;3.93;4.085;4.31;4.62;5.055;5.635;6.335;7.245;8.43;;;;;;;;;;;;;;US
CR5403;11;Contour;5 Seats with Center Arms - Full Back;;3.3;3.74;3.825;3.93;4.085;4.31;4.62;5.055;5.635;6.335;7.245;8.43;;;;;;;;;;;;;;US
DS1101;1;Darsey;Guest Chair;;1.86;2.21;2.278;2.364;2.487;2.666;2.913;3.261;3.727;4.288;5.016;5.963;;;;402;402;;;467;;;222;;;US
DS1102;2;Darsey;Armless Guest Chair;;1.402;1.63;1.674;1.73;1.81;1.926;2.087;2.313;2.616;2.98;3.454;4.069;;;;;;;;;;;222;;;US
DS1401;3;Darsey;Bariatric Chair;;2.588;3.061;3.152;3.268;3.434;3.676;4.009;4.479;5.108;5.865;6.848;8.126;;;;402;402;;;467;;;222;;;US
DS1501;4;Darsey;Loveseat;;2.909;3.399;3.494;3.614;3.786;4.038;4.383;4.87;5.523;6.308;7.327;8.652;;;;402;402;;;467;;;222;;;US
DS1502;5;Darsey;Armless Loveseat;;2.384;2.752;2.823;2.913;3.042;3.231;3.49;3.855;4.344;4.933;5.698;6.692;;;;;;;;;;;222;;;US
DS1601;6;Darsey;Sofa;;3.711;4.464;4.609;4.794;5.058;5.444;5.974;6.722;7.724;8.93;10.496;12.531;;;;402;402;;;467;;;222;;;US
DS1602;7;Darsey;Armless Sofa;;3.181;3.776;3.891;4.037;4.246;4.551;4.971;5.562;6.354;7.308;8.546;10.155;;;;;;;;;;;222;;;US
DS2001;8;Darsey;2 Seat Bench;;1.481;1.656;1.69;1.733;1.795;1.884;2.008;2.182;2.415;2.695;3.059;3.533;;;;;;;;;;;222;;;US
DS3001;9;Darsey;3 Seat Bench;;1.918;2.198;2.252;2.321;2.419;2.563;2.76;3.039;3.412;3.86;4.443;5.2;;;;;;;;;;;222;;;US
DS0520;10;Darsey;End Table - Laminate;557;;;;;;;;;;;;;;;;;;;;;;;222;;;US
DS0521;11;Darsey;End Table - Solid Surface;1.119;;;;;;;;;;;;;;;;;;;;;;;222;;;US
DS0536;12;Darsey;Conversational Table;838;;;;;;;;;;;;;;;;;;;;;;;222;;;US
DS0080;13;Darsey;Personal Table;633;;;;;;;;;;;;;;;;;;;;;;;;;;US
FK1101;1;Franklin;Guest Chair;;698;792;810;832;865;913;978;1.071;1.195;1.344;1.538;1.79;;;;;;;;;;47;;;;US
FK1201;2;Franklin;Oversize Guest Chair;;801;906;927;953;989;1.043;1.117;1.222;1.361;1.53;1.748;2.032;;;;;;;;;;47;;;;US
FK1102;3;Franklin;Armless Guest Chair;;698;792;810;832;865;913;978;1.071;1.195;1.344;1.538;1.79;;;;;;;;;;47;;;;US
FK2101;4;Franklin;2 Seat Sofa;;1.351;1.539;1.575;1.619;1.685;1.781;1.911;2.097;2.345;2.643;3.031;3.535;;;;;;;;;;47;;;;US
FK2103;5;Franklin;2 Seats with Center Arm;;1.351;1.539;1.575;1.619;1.685;1.781;1.911;2.097;2.345;2.643;3.031;3.535;;;;;;;;;;47;;;;US
FK3101;6;Franklin;3 Seat Sofa;;2.007;2.289;2.343;2.409;2.508;2.652;2.847;3.126;3.498;3.945;4.527;5.283;;;;;;;;;;47;;;;US
FK3103;7;Franklin;3 Seats with Center Arms;;2.007;2.289;2.343;2.409;2.508;2.652;2.847;3.126;3.498;3.945;4.527;5.283;;;;;;;;;;47;;;;US
FK4101;8;Franklin;4 Seat Sofa;;2.659;3.035;3.107;3.195;3.327;3.519;3.779;4.151;4.647;5.243;6.019;7.027;;;;;;;;;;47;;;;US
FK4103;9;Franklin;4 Seats with Center Arms;;2.659;3.035;3.107;3.195;3.327;3.519;3.779;4.151;4.647;5.243;6.019;7.027;;;;;;;;;;47;;;;US
FK5101;10;Franklin;5 Seat Sofa;;3.312;3.782;3.872;3.982;4.147;4.387;4.712;5.177;5.797;6.542;7.512;8.772;;;;;;;;;;47;;;;US
FK5103;11;Franklin;5 Seats with Center Arms;;3.312;3.782;3.872;3.982;4.147;4.387;4.712;5.177;5.797;6.542;7.512;8.772;;;;;;;;;;47;;;;US
FK0620;14;Franklin;End Table;529;;;;;;;;;;;;;;;;;;;;;;;222;;;CN
FK0624;15;Franklin;Corner Table;626;;;;;;;;;;;;;;;;;;;;;;;222;;;US
FK0840;16;Franklin;Coffee Table;702;;;;;;;;;;;;;;;;;;;;;;;222;;;US
FT1101;1;Fremont;Guest Chair;;1.818;2.168;2.236;2.322;2.445;2.624;2.871;3.219;3.685;4.246;4.974;5.921;;;;240;240;;105;467;;;222;;;US
FT1104;2;Fremont;Guest Chair - Left Arm Only;;1.61;1.89;1.944;2.013;2.111;2.255;2.452;2.731;3.104;3.552;4.135;4.892;;;;120;120;;;467;;75;222;;;US
FT1105;3;Fremont;Guest Chair - Right Arm Only;;1.61;1.89;1.944;2.013;2.111;2.255;2.452;2.731;3.104;3.552;4.135;4.892;;;;120;120;;;467;;75;222;;;US
FT1102;4;Fremont;Armless Guest Chair;;1.349;1.559;1.6;1.652;1.725;1.833;1.981;2.19;2.469;2.806;3.243;3.811;;;;;;;;;;75;222;;;US
FT1401;5;Fremont;Bariatric Chair;;2.551;3.076;3.177;3.307;3.491;3.76;4.13;4.652;5.351;6.192;7.285;8.705;;;;240;240;;;467;;;222;;;US
FT1501;6;Fremont;Loveseat;;2.881;3.406;3.507;3.637;3.821;4.09;4.46;4.982;5.681;6.522;7.615;9.035;;;;240;240;;;467;;;222;;;US
FT1504;7;Fremont;Loveseat - Left Arm Only;;2.621;3.076;3.164;3.276;3.436;3.669;3.99;4.442;5.048;5.777;6.724;7.954;;;;120;120;;;467;;75;222;;;US
FT1505;8;Fremont;Loveseat - Right Arm Only;;2.621;3.076;3.164;3.276;3.436;3.669;3.99;4.442;5.048;5.777;6.724;7.954;;;;120;120;;;467;;75;222;;;US
FT1502;9;Fremont;Armless Loveseat;;2.36;2.745;2.82;2.914;3.049;3.247;3.518;3.901;4.414;5.03;5.832;6.873;;;;;;;;;;75;222;;;US
FT1601;10;Fremont;Sofa;;3.645;4.345;4.48;4.652;4.898;5.257;5.75;6.446;7.378;8.5;9.957;11.85;;;;240;240;;;467;;;222;;;US
FT1604;11;Fremont;Sofa - Left Arm Only;;3.385;4.015;4.137;4.292;4.513;4.836;5.28;5.906;6.745;7.754;9.065;10.769;;;;120;120;;;467;;75;222;;;US
FT1605;12;Fremont;Sofa - Right Arm Only;;3.385;4.015;4.137;4.292;4.513;4.836;5.28;5.906;6.745;7.754;9.065;10.769;;;;120;120;;;467;;75;222;;;US
FT1602;13;Fremont;Armless Sofa;;3.125;3.685;3.793;3.931;4.127;4.415;4.809;5.366;6.112;7.009;8.174;9.689;;;;;;;;;;75;222;;;US
FT2103;14;Fremont;2 Seats with Center Arm;;3.43;4.06;4.182;4.337;4.558;4.881;5.325;5.951;6.79;7.799;9.11;10.814;;;;360;360;;;467;;;222;;;US
FT3103;15;Fremont;3 Seats with Center Arms;;5.043;5.953;6.129;6.352;6.672;7.139;7.78;8.684;9.896;11.354;13.248;15.709;;;;480;480;;;467;;;222;;;US
FT4103;16;Fremont;4 Seats with Center Arms;;6.654;7.844;8.073;8.366;8.783;9.394;10.233;11.415;13;14.907;17.383;20.601;;;;600;600;;;467;;;222;;;US
FT1001;17;Fremont;Ottoman;;896;1.071;1.105;1.148;1.21;1.299;1.423;1.597;1.83;2.11;2.474;2.948;;;;;;;;;;75;222;;;US
FT2001;18;Fremont;2 Seat Bench;;1.41;1.655;1.703;1.763;1.849;1.975;2.147;2.391;2.717;3.11;3.619;4.282;;;;;;;;;;75;222;;;US
FT3001;19;Fremont;3 Seat Bench;;1.841;2.156;2.217;2.295;2.405;2.567;2.789;3.102;3.521;4.026;4.681;5.533;;;;;;;;;;75;222;;;US
FT6285;20;Fremont;Small Rectangular Table;;980;1.068;1.085;1.106;1.137;1.182;1.244;1.331;1.447;1.587;1.769;2.006;;;;;;;;;;75;222;;;US
FT6385;21;Fremont;Square Table;;1.318;1.441;1.465;1.495;1.538;1.601;1.687;1.809;1.972;2.168;2.423;2.754;;;;;;;;;;75;222;;;US
FT6485;22;Fremont;Large Rectangular Table;;1.916;2.126;2.167;2.219;2.292;2.4;2.548;2.757;3.036;3.373;3.81;4.378;;;;;;;;;;75;222;;;US
FT6030;23;Fremont;Wedge Table - 30 Degree ;;1.301;1.424;1.448;1.478;1.521;1.584;1.67;1.792;1.955;2.151;2.406;2.737;;;;;;;;;;75;222;;;US
FT6045;24;Fremont;Wedge Table - 45 Degree ;;1.423;1.563;1.59;1.625;1.674;1.746;1.844;1.984;2.17;2.394;2.686;3.064;;;;;;;;;;75;222;;;US
FT0090;25;Fremont;Ganging Brackets - Set of 2;75;;;;;;;;;;;;;;;;;;;;;;;;;;CN
GN1101;1;Gansett;Guest Chair;;776;870;888;910;943;991;1.056;1.149;1.273;1.422;1.616;1.868;68;;68;166;;166;;;;47;;;;US
GN1102;2;Gansett;Armless Guest Chair;;776;870;888;910;943;991;1.056;1.149;1.273;1.422;1.616;1.868;;;;;;;;;;47;;;;US
GN1201;3;Gansett;Oversize Guest Chair;;875;998;1.022;1.052;1.095;1.158;1.244;1.366;1.529;1.725;1.98;2.311;68;;68;166;;166;;;;47;;;;US
GN1401;4;Gansett;Bariatric Chair ;;1.194;1.369;1.403;1.446;1.508;1.597;1.721;1.895;2.128;2.408;2.772;3.246;68;;68;166;;166;;;;47;;;;US
GN1501;5;Gansett;Loveseat;;1.322;1.515;1.552;1.599;1.667;1.766;1.901;2.093;2.349;2.657;3.058;3.579;68;;68;166;;166;;;;47;;;;US
GN1171;6;Gansett;Rocker;;890;984;1.002;1.024;1.057;1.105;1.17;1.263;1.387;1.536;1.73;1.982;68;;68;166;;166;;;;;;;;US
GN2001;7;Gansett;2 Seat Bench;;1.019;1.177;1.207;1.246;1.301;1.382;1.493;1.65;1.859;2.112;2.439;2.865;68;;68;166;;166;;;;;;;;US
GN3001;8;Gansett;3 Seat Bench;;1.289;1.499;1.54;1.592;1.665;1.773;1.921;2.13;2.409;2.746;3.183;3.751;68;;68;166;;166;;;;;;;;US
GN0620;9;Gansett;End Table - Laminate;506;;;;;;;;;;;;;;;;;;;;;;;222;;;CN
GN0621;10;Gansett;End Table - Solid Surface;935;;;;;;;;;;;;;;;;;;;;;;;222;;;US
GN0840;11;Gansett;Coffee Table - Laminate;698;;;;;;;;;;;;;;;;;;;;;;;222;;;CN
GN0841;12;Gansett;Coffee Table - Solid Surface;1.469;;;;;;;;;;;;;;;;;;;;;;;222;;;US
GN0090;13;Gansett;Ganging Brackets - Set of 2;47;;;;;;;;;;;;;;;;;;;;;;;;;;CN
HF1101;1;Hartford;Guest Chair;;849;943;961;983;1.016;1.064;1.129;1.222;1.346;1.495;1.689;1.941;;;;;;;51;;;47;;;;US
HF1102;3;Hartford;Armless Guest Chair;;849;943;961;983;1.016;1.064;1.129;1.222;1.346;1.495;1.689;1.941;;;;;;;;;;47;;;;US
HF2101;4;Hartford;2 Seat Sofa;;1.64;1.828;1.864;1.908;1.974;2.07;2.2;2.386;2.634;2.932;3.32;3.824;;;;;;;;;;47;;;;US
HF2103;5;Hartford;2 Seats with Center Arm;;1.64;1.828;1.864;1.908;1.974;2.07;2.2;2.386;2.634;2.932;3.32;3.824;;;;;;;;;;47;;;;US
HF3101;6;Hartford;3 Seat Sofa;;2.433;2.715;2.769;2.835;2.934;3.078;3.273;3.552;3.924;4.371;4.953;5.709;;;;;;;;;;47;;;;US
HF3103;7;Hartford;3 Seats with Center Arms;;2.433;2.715;2.769;2.835;2.934;3.078;3.273;3.552;3.924;4.371;4.953;5.709;;;;;;;;;;47;;;;US
HF4101;8;Hartford;4 Seat Sofa;;3.226;3.602;3.674;3.762;3.894;4.086;4.346;4.718;5.214;5.81;6.586;7.594;;;;;;;;;;47;;;;US
HF4103;9;Hartford;4 Seats with Center Arms;;3.226;3.602;3.674;3.762;3.894;4.086;4.346;4.718;5.214;5.81;6.586;7.594;;;;;;;;;;47;;;;US
HF5101;10;Hartford;5 Seat Sofa;;4.019;4.489;4.579;4.689;4.854;5.094;5.419;5.884;6.504;7.249;8.219;9.479;;;;;;;;;;47;;;;US
HF5103;11;Hartford;5 Seats with Center Arms;;4.019;4.489;4.579;4.689;4.854;5.094;5.419;5.884;6.504;7.249;8.219;9.479;;;;;;;;;;47;;;;US
HF0620;14;Hartford;End Table;529;;;;;;;;;;;;;;;;;;;;;;;222;;;CN
HF0624;15;Hartford;Corner Table;626;;;;;;;;;;;;;;;;;;;;;;;222;;;US
HF0840;16;Hartford;Coffee Table;702;;;;;;;;;;;;;;;;;;;;;;;222;;;US
LS1101;1;Lenox Steel;Guest Chair;;626;714;731;752;783;828;890;977;1.093;1.233;1.415;1.652;68;;68;166;;166;;;;47;;;;US
LS1102;2;Lenox Steel;Armless Guest Chair;;626;714;731;752;783;828;890;977;1.093;1.233;1.415;1.652;;;;;;;;;;47;;;;US
LS1201;3;Lenox Steel;Oversize Guest Chair;;733;838;859;885;921;975;1.049;1.154;1.293;1.462;1.68;1.964;68;;68;166;;166;;;;47;;;;US
LS1401;4;Lenox Steel;Bariatric Chair;;1.269;1.462;1.499;1.546;1.614;1.713;1.848;2.04;2.296;2.604;3.005;3.526;68;;68;166;;166;;;;47;;;;US
LS1161;5;Lenox Steel;Hip Chair - Guest;;821;909;926;947;978;1.023;1.085;1.172;1.288;1.428;1.61;1.847;68;;68;166;;166;;;;47;;;;US
LS1261;6;Lenox Steel;Hip Chair - Oversize;;894;999;1.02;1.046;1.082;1.136;1.21;1.315;1.454;1.623;1.841;2.125;68;;68;166;;166;;;;47;;;;US
LS2101;7;Lenox Steel;2 Seat Sofa;;1.208;1.384;1.418;1.46;1.522;1.612;1.736;1.91;2.142;2.422;2.786;3.26;68;;68;166;;166;;;;47;;;;US
LS2103;8;Lenox Steel;2 Seats with Center Arm;;1.208;1.384;1.418;1.46;1.522;1.612;1.736;1.91;2.142;2.422;2.786;3.26;102;;102;249;;249;;;;47;;;;US
LS3101;9;Lenox Steel;3 Seat Sofa;;1.79;2.054;2.105;2.168;2.261;2.396;2.582;2.843;3.191;3.611;4.157;4.868;68;;68;166;;166;;;;47;;;;US
LS3103;10;Lenox Steel;3 Seats with Center Arms;;1.79;2.054;2.105;2.168;2.261;2.396;2.582;2.843;3.191;3.611;4.157;4.868;136;;136;332;;332;;;;47;;;;US
LS4101;11;Lenox Steel;4 Seat Sofa;;2.37;2.722;2.79;2.874;2.998;3.178;3.426;3.774;4.238;4.798;5.526;6.474;68;;68;166;;166;;;;47;;;;US
LS4103;12;Lenox Steel;4 Seats with Center Arms;;2.37;2.722;2.79;2.874;2.998;3.178;3.426;3.774;4.238;4.798;5.526;6.474;170;;170;415;;415;;;;47;;;;US
LS5101;13;Lenox Steel;5 Seat Sofa;;2.951;3.391;3.476;3.581;3.736;3.961;4.271;4.706;5.286;5.986;6.896;8.081;68;;68;166;;166;;;;47;;;;US
LS5103;14;Lenox Steel;5 Seats with Center Arms;;2.951;3.391;3.476;3.581;3.736;3.961;4.271;4.706;5.286;5.986;6.896;8.081;204;;204;498;;498;;;;47;;;;US
LS2201;15;Lenox Steel;2 Chairs with Connecting Center Table;;1.61;1.786;1.82;1.862;1.924;2.014;2.138;2.312;2.544;2.824;3.188;3.662;136;;136;332;;332;;;;47;222;;;US
LS2301;16;Lenox Steel;2 Chairs with Connecting Corner Table;;1.801;1.977;2.011;2.053;2.115;2.205;2.329;2.503;2.735;3.015;3.379;3.853;136;;136;332;;332;;;;47;222;;;US
LS2001;17;Lenox Steel;2 Seat Bench;;949;1.072;1.096;1.126;1.169;1.232;1.318;1.44;1.603;1.799;2.054;2.385;;;;;;;;;;;;;;US
LS3001;18;Lenox Steel;3 Seat Bench;;1.286;1.444;1.474;1.513;1.568;1.649;1.76;1.917;2.126;2.379;2.706;3.132;;;;;;;;;;;;;;US
LS0620;19;Lenox Steel;End Table - Laminate;511;;;;;;;;;;;;;;;;;;;;;;;222;;;CN
LS0621;20;Lenox Steel;End Table - Solid Surface;941;;;;;;;;;;;;;;;;;;;;;;;222;;;US
LS0840;21;Lenox Steel;Coffee Table - Laminate;687;;;;;;;;;;;;;;;;;;;;;;;222;;;CN
LS0841;22;Lenox Steel;Coffee Table - Solid Surface;1.456;;;;;;;;;;;;;;;;;;;;;;;222;;;US
LS0020;23;Lenox Steel;Connecting Center Table;355;;;;;;;;;;;;;;;;;;;;;;;;;;US
LS0030;24;Lenox Steel;Connecting Corner Table;546;;;;;;;;;;;;;;;;;;;;;;;;;;US
